Site	PFT	z_km	Year	Tg_degC	Dg_kPa	ca_Pa	SPEI	teta	alpha	cicaobs	cicasimu	
94	DBF	0.8	1953	23.42714209	1.41357263	28.91798583	-0.218837285	NA	0.49102456	0.728270624	0.735459163	
94	DBF	0.8	1958	23.10314629	1.3830198	29.16575246	-0.196217109	NA	0.431515755	0.707562791	0.733949791	
94	DBF	0.8	1963	23.00692524	1.357522401	29.52763493	0.147268538	NA	0.433413083	0.704514635	0.73262654	
94	DBF	0.8	1968	22.40028456	1.269314049	29.93340959	0.627817747	NA	0.569054117	0.713790904	0.731728113	
94	DBF	0.8	1973	22.73744742	1.296698847	30.45582367	-0.024363065	NA	0.604352668	0.668357385	0.731511313	
94	DBF	0.8	1978	22.48380053	1.306645357	31.05546366	0.199946243	NA	0.534396302	0.68165258	0.729374701	
94	DBF	0.8	1983	23.39334067	1.423970898	31.73423863	-0.42139063	NA	0.524075694	0.706255434	0.731541337	
94	DBF	0.8	1988	23.56076425	1.43246984	32.47613683	0.325107952	NA	0.574437363	0.672322746	0.731015153	
94	DBF	0.8	1993	23.79570968	1.475441801	33.10096453	0.097725275	NA	0.528588346	0.694437938	0.731419461	
94	DBF	0.8	1998	24.17673254	1.448947905	33.88012084	-0.311404858	NA	0.470137059	0.706145501	0.734076559	
94	DBF	0.8	2003	24.3936246	1.557546467	34.72812768	0.081918565	NA	0.457238368	0.759785599	0.73286003	
94	DBF	0.8	2008	24.40495582	1.53772627	35.67041908	0.148001661	NA	0.466440987	NA	0.731525299	
94	DBF	0.8	2013	24.45394968	1.556927147	36.55512977	0.168479559	NA	0.550411123	NA	0.731287046	
95	DBF	0.8	1953	23.92631042	1.500785537	28.91798583	-0.218837285	NA	0.484477628	0.643926962	0.735852714	
95	DBF	0.8	1958	23.60373181	1.468580769	29.16575246	-0.196217109	NA	0.426312858	0.625540476	0.734228393	
95	DBF	0.8	1963	23.52734207	1.446331857	29.52763493	0.147268538	NA	0.427799273	0.588201347	0.733115206	
95	DBF	0.8	1968	22.88823114	1.349817334	29.93340959	0.627817747	NA	0.560883699	0.610472933	0.731729127	
95	DBF	0.8	1973	23.23075177	1.379354303	30.45582367	-0.024363065	NA	0.596098647	0.632020184	0.731803247	
95	DBF	0.8	1978	22.97967613	1.38899874	31.05546366	0.199946243	NA	0.526125919	0.622864965	0.729556524	
95	DBF	0.8	1983	23.90405348	1.513054771	31.73423863	-0.42139063	NA	0.516810606	0.5859921	0.731972529	
95	DBF	0.8	1988	24.06007252	1.520024129	32.47613683	0.325107952	NA	0.566596735	0.625352787	0.731475817	
95	DBF	0.8	1993	24.29296889	1.56339588	33.10096453	0.097725275	NA	0.521400784	0.650829266	0.731917107	
95	DBF	0.8	1998	24.69736477	1.543304782	33.88012084	-0.311404858	NA	0.463982948	0.638935855	0.734511999	
95	DBF	0.8	2003	24.90422341	1.651354791	34.72812768	0.081918565	NA	0.450982806	0.66342979	0.733622099	
95	DBF	0.8	2008	24.89507464	1.627570594	35.67041908	0.148001661	NA	0.460474705	NA	0.732152469	
95	DBF	0.8	2013	24.96325346	1.650288785	36.55512977	0.168479559	NA	0.542304775	NA	0.731789606	
96	DBF	1	1953	7.950766193	0.363205631	28.24988399	0.039957321	NA	1.215195666	NA	0.673119713	
96	DBF	1	1958	7.893836622	0.346955143	28.49192639	0.314326615	NA	1.254007497	NA	0.677179314	
96	DBF	1	1963	7.91467894	0.363537227	28.84544817	-0.176927046	NA	1.239443329	0.676140749	0.671161247	
96	DBF	1	1968	7.429236766	0.266649555	29.24184808	0.10216919	NA	1.26	0.67997051	0.701324295	
96	DBF	1	1973	7.946485391	0.33195862	29.75219266	-0.047619858	NA	1.26	0.668074307	0.682632259	
96	DBF	1	1978	7.150510512	0.308454196	30.33797896	-0.068662274	0.341325	1.259772285	0.63850053	0.68079451	
96	DBF	1	1983	8.223368725	0.321162762	31.00107196	-0.279932589	0.319569444	1.256842073	0.657003355	0.688801262	
96	DBF	1	1988	8.128005427	0.353180394	31.72582985	0.454555496	0.254999995	1.254620043	0.680218809	0.68250078	
96	DBF	1	1993	9.09327543	0.385667318	32.33622194	-0.143926646	0.376001388	1.26	0.683207987	0.683045474	
96	DBF	1	1998	8.572818623	0.361767853	33.09737715	0.440273879	0.339675001	1.253591861	0.687352359	0.682047575	
96	DBF	1	2003	9.541992032	0.39138033	33.9257922	-0.14800477	0.351492184	1.258293296	0.749145896	0.681346939	
96	DBF	1	2008	9.316433153	0.408181274	34.84631353	0.121783033	0.351004348	1.255229183	0.690011681	0.676065548	
96	DBF	1	2013	9.398265425	0.425962783	35.71058446	0.44923575	0.364512043	1.259153083	0.710823128	0.671188268	
97	DBF	0.1	1953	20.06145521	0.951188038	31.35786326	-0.231691594	NA	0.851757047	0.736433426	0.735336228	
97	DBF	0.1	1958	19.68199217	0.876587141	31.62653453	0.514652638	NA	0.858890737	0.756156143	0.73757019	
97	DBF	0.1	1963	19.44067338	0.867694779	32.01894986	-0.325290083	NA	0.89501966	0.737832888	0.735880373	
97	DBF	0.1	1968	19.60194936	0.810835246	32.45896066	0.085959096	NA	0.913407703	0.718476603	0.744318275	
97	DBF	0.1	1973	19.92087184	0.887952748	33.02545204	-0.020051724	NA	0.933951052	0.737758387	0.74193575	
97	DBF	0.1	1978	19.43820429	0.873731379	33.67568503	-0.080724015	0.192566673	1.038317597	0.720018224	0.735458004	
97	DBF	0.1	1983	20.34853255	0.918650477	34.41172982	0.104991818	0.216848336	0.952436896	0.710078603	0.739045259	
97	DBF	0.1	1988	20.28967705	0.953031703	35.2162237	-0.184322312	0.19388333	0.845624124	0.728269755	0.736919313	
97	DBF	0.1	1993	20.91032327	1.016788294	35.89376955	-0.183271765	0.21014727	1.074547418	0.731198871	0.737070165	
97	DBF	0.1	1998	20.78982389	1.033386342	36.73866509	-0.132646918	0.209087674	0.891589726	0.716528558	0.731418438	
97	DBF	0.1	2003	21.38141906	1.065941034	37.65822022	0.169757575	0.218577391	0.848624825	NA	0.734046308	
97	DBF	0.1	2008	20.94147352	1.04663668	38.68001493	0.35405516	0.217225577	0.86616061	NA	0.730112813	
97	DBF	0.1	2013	20.64403939	1.032765474	39.63937071	0.830486082	0.20168824	0.955174496	NA	0.72488295	
98	DBF	1.046	1953	18.56673164	1.032096674	28.09800291	0.185112692	NA	0.860569791	NA	0.707711555	
98	DBF	1.046	1958	18.1998033	0.99341799	28.338744	0.079645352	NA	0.865086621	0.763212996	0.706919579	
98	DBF	1.046	1963	18.76844335	1.050708062	28.69036513	-0.120402766	NA	0.874060431	0.715063472	0.706747878	
98	DBF	1.046	1968	18.27248131	1.006062812	29.08463386	0.14741745	NA	0.867428336	0.70080857	0.704378505	
98	DBF	1.046	1973	18.05258752	1.017855786	29.59223465	0.375544555	NA	0.914254786	0.680529428	0.698620472	
98	DBF	1.046	1978	17.60960655	0.978404986	30.17487156	0.516426572	0.231819446	0.928477487	0.684653545	0.698569941	
98	DBF	1.046	1983	18.49260865	1.056032391	30.83439955	-0.122026751	0.223371334	0.896192293	0.677505163	0.701063564	
98	DBF	1.046	1988	18.68164384	1.066995313	31.55526089	0.009739908	0.204242684	0.839923617	0.702023243	0.704041633	
98	DBF	1.046	1993	18.70530473	1.079059267	32.16237131	0.053159794	0.198517898	0.953022333	0.696430103	0.69850939	
98	DBF	1.046	1998	19.38274456	1.164501712	32.91943428	-0.047600993	0.18522621	0.883103254	0.710393852	0.700063147	
98	DBF	1.046	2003	19.72682924	1.229744123	33.74339549	-0.091564227	0.203324094	0.853414688	0.697809609	0.69950968	
98	DBF	1.046	2008	19.96135439	1.242410987	34.65896778	-0.397124507	0.214327798	0.832033149	0.702842107	0.699618435	
98	DBF	1.046	2013	19.67483314	1.246554905	35.51859208	0.142300586	0.188229768	0.907898773	0.7026842	0.691888275	
99	DBF	0.187	1953	19.3583662	0.982568606	31.04585881	0.097605229	NA	0.925988792	NA	0.72693936	
99	DBF	0.187	1958	18.97270883	0.947252785	31.31185686	0.144001775	NA	0.905002033	0.635577691	0.726559532	
99	DBF	0.187	1963	19.2817464	0.975575836	31.70036774	-0.048143664	NA	0.916308357	0.609451223	0.725292091	
99	DBF	0.187	1968	19.05015127	0.905990006	32.13600052	-0.03785668	NA	0.995103003	0.617499292	0.731803834	
99	DBF	0.187	1973	18.80044393	0.924158287	32.69685542	0.196808606	NA	1.055425834	0.622105016	0.723892274	
99	DBF	0.187	1978	18.3797475	0.900100235	33.34061873	0.14941043	0.255103337	0.995966727	0.605270183	0.723070939	
99	DBF	0.187	1983	19.08700133	0.953768374	34.06934001	-0.063150508	0.213074723	0.988090951	0.612104917	0.726626241	
99	DBF	0.187	1988	19.34122425	0.983801783	34.86582934	0.208210047	0.272785557	0.947886519	0.632748436	0.725105287	
99	DBF	0.187	1993	19.50279527	0.996454257	35.53663375	0.108983972	0.231256166	1.000068577	0.648041759	0.721152588	
99	DBF	0.187	1998	19.94740662	1.056756067	36.37312275	-0.002931578	0.212457252	0.951368134	0.667681542	0.722954844	
99	DBF	0.187	2003	20.53811917	1.143567041	37.28352849	-0.299960135	0.233578224	0.928659158	0.666264619	0.721445293	
99	DBF	0.187	2008	20.85583378	1.171485329	38.29515655	-0.066780598	0.212510826	0.879165362	0.662503925	0.722536168	
99	DBF	0.187	2013	20.31238035	1.139241952	39.24496693	0.129578954	0.205635035	1.05321852	0.671777992	0.714953573	
100	DBF	0.644	1953	15.49302232	0.718310377	29.44793781	-0.1093463	NA	0.990925723	NA	0.708513001	
100	DBF	0.644	1958	15.34019249	0.727264529	29.70024502	0.321868937	NA	0.976985542	0.697179006	0.706436537	
100	DBF	0.644	1963	15.59458817	0.735036323	30.06875936	0.272364396	NA	0.975767886	0.670657026	0.705955732	
100	DBF	0.644	1968	15.43077043	0.729120526	30.48197026	-0.179382248	NA	1.056364589	0.659963304	0.705290167	
100	DBF	0.644	1973	15.21975149	0.667827505	31.01395812	0.222009818	NA	1.092235601	0.676865514	0.712345341	
100	DBF	0.644	1978	14.8169507	0.700745379	31.62458712	-0.09574701	0.330695832	1.029799457	0.663133336	0.700424935	
100	DBF	0.644	1983	15.47142064	0.73228565	32.31580135	-0.143163817	0.307736667	1.027241657	0.664205186	0.708907768	
100	DBF	0.644	1988	15.588531	0.722659827	33.07129561	-0.020205194	0.27503714	1.023964895	0.696629794	0.706577199	
100	DBF	0.644	1993	15.98148852	0.797792834	33.70757391	-0.240352403	0.316592189	1.072855415	0.696715469	0.701581474	
100	DBF	0.644	1998	16.2852462	0.761922563	34.50100908	0.294055765	0.303009973	1.035732296	0.691279642	0.707158344	
100	DBF	0.644	2003	16.67459786	0.869778925	35.36455651	-0.30964881	0.300905286	1.041312697	0.678915505	0.696731274	
100	DBF	0.644	2008	17.36922042	0.909998312	36.32411638	-0.37594272	0.309555593	0.996713404	0.711082568	0.704732852	
100	DBF	0.644	2013	17.05936184	0.83882405	37.2250403	-0.245980026	0.320576293	1.046762496	0.737336358	0.70393333	
101	DBF	0.844	1953	16.20050348	1.111334097	28.76991702	0.025139154	NA	1.034265933	NA	0.675766125	
101	DBF	0.844	1958	15.8224798	1.068867481	29.01641501	0.154245735	NA	0.973260941	0.700869208	0.673347543	
101	DBF	0.844	1963	16.12200574	1.109914709	29.37644453	-0.023140105	NA	0.98706942	0.705489379	0.672606181	
101	DBF	0.844	1968	16.15510243	1.094140458	29.7801415	0.09613921	NA	1.027900745	0.692718754	0.67190364	
101	DBF	0.844	1973	15.88079406	1.043635433	30.29988067	0.268168547	NA	1.059205065	0.684464982	0.676512936	
101	DBF	0.844	1978	15.47895386	1.054756116	30.89645031	0.371613887	0.305083334	1.020481655	0.653501401	0.668695243	
101	DBF	0.844	1983	15.86500845	1.072311651	31.57174975	-0.423544469	0.278932501	1.025951877	0.673686591	0.671363224	
101	DBF	0.844	1988	16.10627115	1.091476753	32.30984922	-0.242583781	0.272124166	1.068682079	0.68698818	0.668555922	
101	DBF	0.844	1993	15.87701135	1.062542899	32.93147761	0.291510434	0.317389651	1.03612488	0.707916307	0.670183237	
101	DBF	0.844	1998	16.82632594	1.173269598	33.70664441	-0.623488916	0.287166123	0.98836388	0.705530832	0.674357449	
101	DBF	0.844	2003	16.6704023	1.227355515	34.55030919	0.100721347	0.329444734	1.053997679	0.706322692	0.663647062	
101	DBF	0.844	2008	17.22816854	1.270641195	35.48777577	-0.041052554	0.291011553	1.020325645	0.712406272	0.668507377	
101	DBF	0.844	2013	17.20428956	1.199662764	36.36795648	-0.068585784	0.304880844	1.054771346	0.685683868	0.673548419	
102	DBF	0.382	1953	20.4501822	1.16058735	30.35566366	0.081573882	NA	0.917376158	NA	0.727955533	
102	DBF	0.382	1958	20.29303362	1.144343272	30.61574818	-0.153633005	NA	0.858948814	0.724580215	0.726734685	
102	DBF	0.382	1963	20.04317405	1.100797157	30.99562189	-0.203512385	NA	0.882651262	0.727304639	0.726534966	
102	DBF	0.382	1968	20.33015235	1.11116002	31.42156992	-0.009261852	NA	0.903994744	0.684335659	0.725442363	
102	DBF	0.382	1973	20.15620985	1.076660485	31.96995618	0.390737539	NA	0.919157705	0.674954847	0.727510566	
102	DBF	0.382	1978	19.31044413	1.005292512	32.59940768	0.441883348	0.296269581	0.925737568	0.634222309	0.723301478	
102	DBF	0.382	1983	19.90830489	1.058794634	33.31192842	0.127478899	0.241440704	0.911764528	0.625157566	0.72565702	
102	DBF	0.382	1988	20.36646125	1.120704015	34.09071062	-0.07842604	0.243016664	0.931058209	0.612734801	0.723513013	
102	DBF	0.382	1993	20.18251599	1.104212809	34.74660206	0.269820743	0.261446377	0.963255782	0.627586236	0.722636088	
102	DBF	0.382	1998	20.99340991	1.203779211	35.56449467	-0.149871107	0.241048636	0.899210875	0.653369938	0.723568771	
102	DBF	0.382	2003	20.92680777	1.283743424	36.45466076	-0.051900367	0.235406549	0.960049995	0.634253317	0.713831932	
102	DBF	0.382	2008	21.62178948	1.393893681	37.44379883	-0.346955189	0.245362438	0.916651039	0.6695797	0.716891171	
102	DBF	0.382	2013	21.81950684	1.343012942	38.37249353	0.245409695	0.289115342	1.001740936	0.689917648	0.721381231	
103	DBF	1.1	1953	19.34597924	0.89011828	27.92055211	0.017066662	NA	0.974084953	0.76327086	0.731202308	
103	DBF	1.1	1958	18.70716803	0.869330029	28.15977282	0.240121326	NA	0.975204641	0.760767862	0.726706079	
103	DBF	1.1	1963	19.27839152	0.9118219	28.50917331	0.393447095	NA	0.943886439	0.757409974	0.732692842	
103	DBF	1.1	1968	18.9035169	0.923904533	28.90095206	0.102887886	NA	0.975471694	0.740299783	0.72402768	
103	DBF	1.1	1973	18.85689632	0.87933193	29.40534714	0.100054932	NA	0.978817912	0.738433399	0.725014873	
103	DBF	1.1	1978	19.15753211	0.964128512	29.98430445	-0.300505525	0.27881445	1.015484326	0.742570982	0.716635684	
103	DBF	1.1	1983	19.16345322	0.907411446	30.63966724	0.084057916	0.268705669	0.96069689	0.740880759	0.726157009	
103	DBF	1.1	1988	18.87729243	0.891409494	31.35597604	0.500620852	0.254008606	0.967871016	0.738633069	0.724264793	
103	DBF	1.1	1993	19.12065991	0.903158584	31.95925229	0.139719957	0.313093797	0.938389742	0.741267287	0.72746455	
103	DBF	1.1	1998	19.98834256	1.008400142	32.7115341	-0.238340289	0.320531152	0.894219471	0.744026912	0.725678118	
103	DBF	1.1	2003	19.59561637	1.006319754	33.53029164	-0.146002803	0.319383199	0.866868734	0.744410851	0.716756425	
103	DBF	1.1	2008	19.64848618	1.018185399	34.4400817	-0.273869929	0.308784557	0.901429654	0.7418313	0.717053611	
103	DBF	1.1	2013	19.79790117	0.958097211	35.29427712	-0.087067939	0.345190191	0.926067373	0.744790017	0.726974197	
